accessStopId;accessLinkId;egressStopId;egressLinkId;queryCount
947;-24720785;258;-25403458#0;1
95;-956034523#2;258;-25403458#0;3
951;-223311714;258;-25403458#0;1
96;-956034523#1;258;-25403458#0;5
960;-24704369#0;258;-25403458#0;3
961;-24704371#4;258;-25403458#0;1
963;-144444176#1;258;-25403458#0;3
964;-154027902#0;258;-25403458#0;1
966;-104367028#0;258;-25403458#0;1
967;-144444093#2;258;-25403458#0;4
97;-835543178;258;-25403458#0;7
98;-952339840;258;-25403458#0;26
99;-77518500;258;-25403458#0;28
